Year,Title,IMDb,RottenTomatoes,Service
2015,Gays in Prison,6.3,36,Prime Video
2017,Point 453,6.9,36,Prime Video
2020,Scary Bride,2.5,36,Prime Video
1986,Elayne Boosler: Party of One,7.4,36,Prime Video
2016,Waiting on Mary,7.4,36,Prime Video
1935,Honeymoon Limited,5.6,36,Prime Video
2016,The Adventures of Petey and Friends,3.1,36,Prime Video
1941,Reg'lar Fellers,5.5,36,Prime Video
2013,Everything Went Down,7.1,36,Prime Video
2020,The Great Cookie Comeback: Rebaking Wally Amos,7.3,36,Prime Video
2013,The Shortest Way Home: C.S. Lewis and Mere Christianity,6.4,36,Prime Video
2019,Diamond in the Rough,6.6,36,Prime Video
2018,Ian Bagg: Conversations,NA,36,Prime Video
2003,A Century of Black Cinema,5.9,36,Prime Video
1936,I'd Give My Life,6,36,Prime Video
2008,Harm's Way,5.2,36,Prime Video
2009,John Heffron: Middle Class Funny,7.2,36,Prime Video
1934,Sing Sing Nights,4.9,36,Prime Video
2014,Rumors of Wars,4.5,36,Prime Video
2019,Marina Franklin: Single Black Female,6.8,36,Prime Video
2015,Jimmy Dore: Sentenced To Live,7,36,Prime Video
2017,Killing Stella,5.4,36,Prime Video
1940,Queen of the Yukon,6,36,Prime Video
2012,Switchin' The Script,5,36,Prime Video
1944,When the Lights Go On Again,5.5,36,Prime Video
1984,Tuareg: Desert Warrior,5.5,36,Prime Video
2013,Richard The Lionheart,2.4,36,Prime Video
2017,Buckets,6.8,36,Prime Video
2011,Ricochet,4.6,36,Prime Video
2014,What Is New Thought?,6.1,36,Prime Video
1935,The Girl Who Came Back,5.8,36,Prime Video
2010,The Wrath of Cain,4.6,36,Prime Video
2019,Immortal Combat the Code,2.4,36,Prime Video
1934,Monte Carlo Nights,5,36,Prime Video
2020,Intolerance: No More,3.3,36,Prime Video
1937,Thunder in the City,6.2,36,Prime Video
1982,Gallagher: That's Stupid,5.1,36,Prime Video
2020,Trump vs the Illuminati,2.3,36,Prime Video
1950,Jingle Bells,3.9,36,Prime Video
2018,Bones of Brundage,5.7,35,Prime Video
2003,Totem: The Return of the G'psgolox Pole,6.8,35,Prime Video
1984,Chinese Boxes,4.9,35,Prime Video
2020,Stro: The Michael D'Asaro Story,7,35,Prime Video
2012,House with a Turret,6.9,35,Prime Video
2018,August,4.2,35,Prime Video
2019,Elliott Morgan: Holy Shit,6.9,35,Prime Video
2015,Taven,3.3,35,Prime Video
2018,Shawn Pelofsky: Stretch it Out!,5.3,35,Prime Video
2016,Prayer Never Fails,4.8,35,Prime Video
2008,Jury of Our Peers,5.1,35,Prime Video
2001,Relative Evil,5.8,35,Prime Video
2011,WWII: Saving The Reality,6.6,35,Prime Video
1941,Wanderers of the West,4.7,35,Prime Video
1933,Jaws of Justice,3.8,35,Prime Video
2009,Shadows of the Past,6.2,35,Prime Video
1937,Wallaby Jim of the Islands,5.1,35,Prime Video
2020,Hawk and Rev: Vampire Slayers,3.9,35,Prime Video
2007,The Insurgents,4.8,35,Prime Video
2012,I'm That Kind of Woman,5.5,35,Prime Video
2018,Udanchhoo,3.5,35,Prime Video
1935,Convention Girl,5.8,35,Prime Video
1937,Paradise Isle,5.2,35,Prime Video
2021,Love You Right: An R&B Musical,6.6,35,Prime Video
1942,Inside the Law,5.2,35,Prime Video
2017,The Mason Brothers,3.5,35,Prime Video
1961,The Festival Girls,4.7,35,Prime Video
2015,The Gateway,4.8,35,Prime Video
2008,The Grift,4.8,35,Prime Video
2019,William Lee Martin: Standing in the Middle,6.7,35,Prime Video
2017,Blackmail,4,35,Prime Video
1973,Moonfire,4.9,35,Prime Video
1937,Sky Racket,4.8,35,Prime Video
2014,On Angel Wings,5.2,35,Prime Video
1965,Adam Lost His Apple,3.3,35,Prime Video
2005,Stinger,2,35,Prime Video
2015,Uncommon Law,5.4,35,Prime Video
2012,The Black Kung Fu Experience,6.6,35,Prime Video
2019,The Dance,6.8,35,Prime Video
2018,Laundry Day,5.9,35,Prime Video
2009,Jeff Garcia: The Ten Dollar Ticket,5.3,35,Prime Video
2021,Fishbowl,NA,35,Prime Video
2018,Honor Amongst Men,6,35,Prime Video
1976,The Knife of Devil's Roaring and Soul Missing,4.1,35,Prime Video
2017,Sasheer Zamata: Pizza Mind,5.4,35,Prime Video
2019,La pachanga,3.4,35,Prime Video
2010,Texas Road,2.4,35,Prime Video
2005,Tartarus,5,35,Prime Video
2017,Kirdar-E-Sardar,7.2,35,Prime Video
2010,Dancing Ninja,4.1,35,Prime Video
1988,Covert Action,3.6,35,Prime Video
2013,Templar Nation,3.2,35,Prime Video
1983,Disconnected,4.3,35,Prime Video
2014,24 Hours,5.8,34,Prime Video
2020,Claudia Oshry: Disgraced Queen,5.6,34,Prime Video
2017,Where Birds Don't Fly,4.3,34,Prime Video
2005,Black Saturday,3.5,34,Prime Video
1996,The Proposition,4.6,34,Prime Video
2016,The Cat in the Hat Knows a Lot About Camping!,4.2,34,Prime Video
2014,Italy's Mystery Mountains,5.6,34,Prime Video
2018,The Yousers,3,34,Prime Video
2007,Miraculous Messages,3.5,34,Prime Video
2017,The Cat In The Hat Knows A Lot About Space!,3.5,34,Prime Video
2009,Get the Girl,3.5,34,Prime Video
2019,Superintelligence: Beyond Human,4.4,34,Prime Video
1937,The Mystery of the Hooded Horsemen,5,34,Prime Video
2021,Mummy Dearest,2.4,34,Prime Video
2019,1/2 New Year,5,34,Prime Video
1942,The Bashful Bachelor,5.4,34,Prime Video
2010,Evan Straw,3.8,34,Prime Video
2017,Humpty Dumpty & More Kids Songs: Super Simple Songs,6.2,34,Prime Video
1936,Beware Of Ladies,5.6,34,Prime Video
1941,Father Steps Out,3.5,34,Prime Video
2019,Drastic Measures,5.2,34,Prime Video
2020,Terror at Bigfoot Pond,1.6,34,Prime Video
2003,Snitch'd,2,34,Prime Video
2015,Pink Heat,4.7,34,Prime Video
2013,Tony Roberts: I'm Different,5.9,34,Prime Video
2002,Stranded,3.2,34,Prime Video
2020,The Reunited States,4.6,33,Prime Video
2019,La Sucursal,4.2,33,Prime Video
2012,Doggie Boogie - Get Your Grrr On!,3.4,33,Prime Video
2016,One By One,3.1,33,Prime Video
1935,Let 'em Have It,6.6,33,Prime Video
2007,Prey for the Beast,1.9,33,Prime Video
1971,Point of Terror,3.9,33,Prime Video
2007,Zabardast,4.1,33,Prime Video
2018,Living Space,3.3,33,Prime Video
1933,In the Money,5.1,33,Prime Video
1988,Tusks,4.1,33,Prime Video
1936,Captain Calamity,4.4,33,Prime Video
1959,The Young Land,5.5,33,Prime Video
2008,Just Business,4.1,33,Prime Video
2021,Aperture Kids and the Mysterious Neighbor,4.9,33,Prime Video
2012,Any Last Words?,3,33,Prime Video
2019,Matt Braunger: Finally Live in Portland,7.2,33,Prime Video
2015,A Box of Faith,6,33,Prime Video
2007,Guantanamero,4.8,32,Prime Video
2012,18 Vayasu,4.8,32,Prime Video
2020,Konga TNT,2.5,32,Prime Video
2019,Modern Prodigal,4.9,32,Prime Video
2017,Marital Problems,6.6,32,Prime Video
2005,Forbidden Secrets,4.9,32,Prime Video
2009,The Jailhouse,3.5,32,Prime Video
2008,Virus Undead,3.5,32,Prime Video
1938,Arrest Bulldog Drummond,6.2,31,Prime Video
2013,ICE Agent,2.4,31,Prime Video
2020,Brash Boys Club,4,31,Prime Video
2014,Avalanche Sharks,2.3,30,Prime Video
1977,Return of the Tiger,5.9,30,Prime Video
2007,"Veritas, Prince of Truth",3.5,30,Prime Video
2003,Guilty by Association,2.4,30,Prime Video
2004,Border Blues,2.8,30,Prime Video
2018,Hollow Scream,3.4,30,Prime Video
2007,Payback,3.2,30,Prime Video
1976,Bruce Lee Fights Back from the Grave,3.6,29,Prime Video
2001,Air Rage,3.2,29,Prime Video
2008,Clay,5.5,29,Prime Video
2005,All Babes Want To Kill Me,3.9,29,Prime Video
2001,Out of Line,5,29,Prime Video
2008,Christian Blake,3.3,28,Prime Video
2007,The Legend of Sasquatch,4.4,28,Prime Video
1998,Feeders 2: Slay Bells,2.4,28,Prime Video
2013,A Talking Pony!?!,2.4,28,Prime Video
1995,Mutant Species,3.4,27,Prime Video
1992,Armed for Action,3.9,27,Prime Video
1994,Lipstick Camera,4.1,26,Prime Video
1937,Bank Alarm,5.3,26,Prime Video
2011,1313: Giant Killer Bees!,2,26,Prime Video
2016,Tom Clancy's The Division: Agent Origins,NA,19,Prime Video
2016,High Rise,NA,19,Prime Video
2019,A risky revenge,NA,17,Prime Video
1978,Facundo Alitaftaf,NA,16,Prime Video
2014,The Cursed Island,NA,16,Prime Video
1993,The John Wayne Story - The Later Years,NA,16,Prime Video
2014,Johnston: The Defenders of Taffy 3,NA,16,Prime Video
2013,"Rebel: Loreta Velazquez, Secret Soldier of the American Civil War",NA,16,Prime Video
2017,Rise Of The Great White Shark,NA,16,Prime Video
2015,Long Live Your Death,NA,16,Prime Video
2012,"Once Upon a Time Was I, Verônica",NA,16,Prime Video
2018,Pure the movie series,NA,16,Prime Video
2018,KAALA (Malayalam),NA,15,Prime Video
2013,Paddle to the Ocean,NA,15,Prime Video
2013,The Mini Witch,NA,15,Prime Video
2020,Josh Blue: Broccoli,NA,15,Prime Video
2018,Columbus In America,NA,15,Prime Video
2018,"ETs Among Us 3: Secret Space Program, Alien Psychics & Crop Circle Clues",NA,15,Prime Video
2016,"Evening Waterfalls, 8 hours for sleep and meditation ultra dark",NA,15,Prime Video
2020,Anxiety Feast,NA,15,Prime Video
2011,Everything and Nothing: The Amazing Science of Empty Space,NA,15,Prime Video
2008,Lots and Lots of Trucks: Hard Workin' Trucks,NA,14,Prime Video
2017,Wild Kratts: Alaska- Hero's Journey,NA,14,Prime Video
2018,Lil Wayne: Bling,NA,14,Prime Video
2017,Omerta the Act of Silence,NA,14,Prime Video
2016,"Evening Rain with thunderstorm, 9 hours for sleep and meditation-ultra dark",NA,14,Prime Video
2012,Ruby's Studio: The Friendship Show,NA,14,Prime Video
2018,Kindness Matters,NA,14,Prime Video
2018,How You Are to Me,NA,14,Prime Video
2015,Las Vegas Story,NA,14,Prime Video
1986,Five Lionni Classics,NA,14,Prime Video
2014,Nature: Touching the Wild: Living with the Mule Deer of Deadman Gulch,NA,14,Prime Video
2013,Corrie ten Boom: A Faith Undefeated,NA,14,Prime Video
2013,I Love Toy Trains - Ticket to Ride,NA,13,Prime Video
2020,Halloween Bug-A-Boo!,NA,13,Prime Video
2017,Stevie Ray Vaughan - 1984-1989: Lonestar,NA,13,Prime Video
2015,Love At First Swipe,NA,13,Prime Video
2016,Kacche Dhaagey,NA,13,Prime Video
1983,Don't Cry For Me Papa,NA,13,Prime Video
2012,UFOTV Presents: Out of the Blue - The Definitive Investigation On UFOs,NA,13,Prime Video
2008,Reflections on the Lord's Prayer: For People with Cancer,NA,13,Prime Video
2017,The Amazing Adventure of Marchello the Cat,NA,13,Prime Video
2014,Truck Tunes 2,NA,13,Prime Video
2010,Little Pim: Let's Count - Spanish for Kids,NA,13,Prime Video
2017,Arthur and the Haunted Tree House,NA,13,Prime Video
2016,Rollin: The Fall of the Auto Industry and the rise of the Drug Economy in Detroit,NA,13,Prime Video
2007,The Fairies: Fairy Beach,NA,12,Prime Video
2018,5K1-States Evidence,NA,12,Prime Video
2014,Fire Lines,NA,12,Prime Video
1964,Mary Poppins,7.8,96,Disney Plus
2019,Avengers: Endgame,8.4,90,Disney Plus
2018,Avengers: Infinity War,8.4,90,Disney Plus
1977,Star Wars: A New Hope,8.6,89,Disney Plus
1980,Star Wars: The Empire Strikes Back,8.7,89,Disney Plus
2020,Soul,8.1,89,Disney Plus
2014,Guardians of the Galaxy,8,89,Disney Plus
1994,The Lion King,8.5,89,Disney Plus
2008,WALL·E,8.4,88,Disney Plus
2012,The Avengers,8,88,Disney Plus
1977,The Many Adventures of Winnie the Pooh,7.6,88,Disney Plus
1995,Toy Story,8.3,88,Disney Plus
2009,Up,8.2,88,Disney Plus
1983,Star Wars: Return of the Jedi,8.3,87,Disney Plus
2003,Finding Nemo,8.1,87,Disney Plus
2001,"Monsters, Inc.",8.1,87,Disney Plus
2017,Coco,8.4,87,Disney Plus
2009,Avatar,7.8,86,Disney Plus
2010,Toy Story 3,8.2,86,Disney Plus
2017,Thor: Ragnarok,7.9,86,Disney Plus
2003,Pirates of the Caribbean: The Curse of the Black Pearl,8,86,Disney Plus
2016,Captain America: Civil War,7.8,86,Disney Plus
2015,Star Wars: The Force Awakens,7.8,86,Disney Plus
2004,The Incredibles,8,86,Disney Plus
2014,Captain America: The Winter Soldier,7.7,86,Disney Plus
2016,Rogue One: A Star Wars Story,7.8,85,Disney Plus
2017,Guardians of the Galaxy Vol. 2,7.6,85,Disney Plus
2016,Zootopia,8,85,Disney Plus
2007,Ratatouille,8,85,Disney Plus
2016,Doctor Strange,7.5,85,Disney Plus
2014,X-Men: Days of Future Past,7.9,85,Disney Plus
2018,Black Panther,7.3,84,Disney Plus
2015,Avengers: Age of Ultron,7.3,84,Disney Plus
1987,The Princess Bride,8.1,84,Disney Plus
2014,Big Hero 6,7.8,84,Disney Plus
1999,Toy Story 2,7.9,84,Disney Plus
1992,Aladdin,8,84,Disney Plus
2015,Ant-Man,7.3,84,Disney Plus
2016,Moana,7.6,83,Disney Plus
2016,Hidden Figures,7.8,83,Disney Plus
2013,Frozen,7.4,83,Disney Plus
2005,Star Wars: Episode III - Revenge of the Sith,7.5,83,Disney Plus
2012,Wreck-It Ralph,7.7,83,Disney Plus
2018,Incredibles 2,7.6,83,Disney Plus
2010,Tangled,7.7,83,Disney Plus
2013,Iron Man 3,7.1,83,Disney Plus
1993,The Nightmare Before Christmas,8,83,Disney Plus
2021,Luca,7.5,82,Disney Plus
1990,Home Alone,7.6,82,Disney Plus
2011,Captain America: The First Avenger,6.9,82,Disney Plus
2011,Thor,7,82,Disney Plus
2003,X2,7.4,82,Disney Plus
2010,Iron Man 2,7,82,Disney Plus
2017,The Greatest Showman,7.6,82,Disney Plus
2006,Pirates of the Caribbean: Dead Man's Chest,7.3,82,Disney Plus
2019,Toy Story 4,7.7,82,Disney Plus
2017,Star Wars: The Last Jedi,7,82,Disney Plus
2009,Tinker Bell and the Lost Treasure,6.7,81,Disney Plus
2020,Hamilton,8.4,81,Disney Plus
2019,Captain Marvel,6.8,81,Disney Plus
2013,Thor: The Dark World,6.8,81,Disney Plus
2021,Raya and the Last Dragon,7.4,81,Disney Plus
2018,Ant-Man and the Wasp,7,81,Disney Plus
2009,Fantastic Mr. Fox,7.9,81,Disney Plus
2016,Finding Dory,7.3,81,Disney Plus
1998,Mulan,7.6,81,Disney Plus
2007,Pirates of the Caribbean: At World's End,7.1,81,Disney Plus
2006,Cars,7.1,81,Disney Plus
2016,X-Men: Apocalypse,6.9,80,Disney Plus
2013,Monsters University,7.2,80,Disney Plus
2012,Brave,7.1,80,Disney Plus
2020,Onward,7.4,80,Disney Plus
1965,The Sound of Music,8,80,Disney Plus
2018,Isle of Dogs,7.9,80,Disney Plus
1988,Who Framed Roger Rabbit,7.7,80,Disney Plus
1993,The Sandlot,7.8,79,Disney Plus
2018,Solo: A Star Wars Story,6.9,79,Disney Plus
1998,A Bug's Life,7.2,79,Disney Plus
1999,Star Wars: Episode I - The Phantom Menace,6.5,79,Disney Plus
2000,Remember the Titans,7.8,79,Disney Plus
2018,Ralph Breaks the Internet,7,79,Disney Plus
2020,Black Is King,5.7,79,Disney Plus
2002,Lilo & Stitch,7.3,79,Disney Plus
2000,The Emperor's New Groove,7.4,78,Disney Plus
2019,Star Wars: The Rise of Skywalker,6.5,78,Disney Plus
2002,Star Wars: Episode II - Attack of the Clones,6.5,78,Disney Plus
2007,The Simpsons Movie,7.3,78,Disney Plus
2019,Frozen II,6.8,78,Disney Plus
2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.9,78,Disney Plus
2006,X-Men: The Last Stand,6.7,78,Disney Plus
1937,Snow White and the Seven Dwarfs,7.6,78,Disney Plus
2009,X-Men Origins: Wolverine,6.6,78,Disney Plus
2015,Sanjay's Super Team,6.9,78,Disney Plus
2017,Pirates of the Caribbean: Dead Men Tell No Tales,6.5,78,Disney Plus
1992,Home Alone 2: Lost in New York,6.8,77,Disney Plus
2000,The Color of Friendship,7.2,77,Disney Plus
2018,Free Solo,8.2,77,Disney Plus
2009,The Princess and the Frog,7.1,77,Disney Plus
1951,Alice in Wonderland,7.4,77,Disney Plus
2011,Rio,6.9,77,Disney Plus
2013,Saving Mr. Banks,7.5,77,Disney Plus
2009,Ice Age: Dawn of the Dinosaurs,6.9,76,Disney Plus
2016,Miss Peregrine's Home for Peculiar Children,6.7,76,Disney Plus
2008,Bolt,6.8,76,Disney Plus
1965,That Darn Cat!,6.8,76,Disney Plus
2006,Night at the Museum,6.4,76,Disney Plus
1961,One Hundred and One Dalmatians,7.3,76,Disney Plus
1955,Lady and the Tramp,7.3,76,Disney Plus
1942,Bambi,7.3,76,Disney Plus
2019,Togo,8,76,Disney Plus
1999,The Straight Story,8,76,Disney Plus
1953,Peter Pan,7.3,76,Disney Plus
2017,Cars 3,6.7,76,Disney Plus
1940,Fantasia,7.7,76,Disney Plus
2019,Maleficent: Mistress of Evil,6.6,76,Disney Plus
2006,Ice Age: The Meltdown,6.8,76,Disney Plus
2002,Treasure Planet,7.2,75,Disney Plus
1997,Anastasia,7.2,75,Disney Plus
2005,Pooh's Heffalump Movie,6.4,75,Disney Plus
2012,John Carter,6.6,75,Disney Plus
1988,Willow,7.3,75,Disney Plus
1941,Dumbo,7.2,75,Disney Plus
1959,Sleeping Beauty,7.2,75,Disney Plus
2011,We Bought a Zoo,7.1,75,Disney Plus
1995,Pocahontas,6.7,75,Disney Plus
2015,The Good Dinosaur,6.7,75,Disney Plus
1970,The Aristocats,7.1,75,Disney Plus
2007,National Treasure: Book of Secrets,6.5,75,Disney Plus
1993,Hocus Pocus,6.9,75,Disney Plus
1993,Cool Runnings,7,75,Disney Plus
2018,Christopher Robin,7.3,75,Disney Plus
2020,Stargirl,6.2,74,Disney Plus
2016,Eddie the Eagle,7.4,74,Disney Plus
2001,Atlantis: The Lost Empire,6.9,74,Disney Plus
2014,The Book of Life,7.3,74,Disney Plus
1998,The Parent Trap,6.6,74,Disney Plus
2016,Before the Flood,8.2,74,Disney Plus
2016,Piper,8.4,74,Disney Plus
1981,The Fox and the Hound,7.3,74,Disney Plus
2011,Cars 2,6.1,74,Disney Plus
2010,Prince of Persia: The Sands of Time,6.6,74,Disney Plus
1963,The Sword in the Stone,7.2,74,Disney Plus
2008,The Chronicles of Narnia: Prince Caspian,6.5,74,Disney Plus
1982,Tron,6.8,74,Disney Plus
1995,Frank and Ollie,7.7,73,Disney Plus
2003,Holes,7,73,Disney Plus
2007,Meet the Robinsons,6.8,73,Disney Plus
2001,The Princess Diaries,6.4,73,Disney Plus
2008,Horton Hears a Who!,6.8,73,Disney Plus
2016,Alice Through the Looking Glass,6.2,73,Disney Plus
2009,Night at the Museum: Battle of the Smithsonian,6,73,Disney Plus
2003,Brother Bear,6.8,73,Disney Plus
2018,Mary Poppins Returns,6.7,73,Disney Plus
2020,Timmy Failure: Mistakes Were Made,6.1,73,Disney Plus
1992,The Muppet Christmas Carol,7.7,72,Disney Plus
2008,Presto,8.3,72,Disney Plus
2017,Ferdinand,6.7,72,Disney Plus
2004,Miracle,7.5,72,Disney Plus
2016,The Finest Hours,6.8,72,Disney Plus
1989,"Honey, I Shrunk the Kids",6.4,72,Disney Plus
1994,The Santa Clause,6.5,72,Disney Plus
2010,Percy Jackson & the Olympians: The Lightning Thief,5.9,72,Disney Plus
2015,The Peanuts Movie,7.1,72,Disney Plus
2012,Frankenweenie,6.9,72,Disney Plus
2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,72,Disney Plus
1997,Geri's Game,7.9,72,Disney Plus
2014,Into the Woods,5.9,72,Disney Plus
2003,Piglet's Big Movie,6.2,72,Disney Plus
2016,Pete's Dragon,6.7,72,Disney Plus
2003,Freaky Friday,6.2,71,Disney Plus
2007,Fantastic Four: Rise of the Silver Surfer,5.6,71,Disney Plus
1992,Sister Act,6.4,71,Disney Plus
2010,The Sorcerer's Apprentice,6.1,71,Disney Plus
1998,EverAfter,7,71,Disney Plus
1995,A Goofy Movie,6.9,71,Disney Plus
2002,Bend It Like Beckham,6.6,71,Disney Plus
2006,Lifted,7.8,71,Disney Plus
1988,Big Business,6.4,71,Disney Plus
2006,Roving Mars,7.3,71,Disney Plus
1998,The Lion King II: Simba's Pride,6.5,71,Disney Plus
2012,La luna,8,71,Disney Plus
1979,The Muppet Movie,7.6,71,Disney Plus
2013,Percy Jackson: Sea of Monsters,5.8,70,Disney Plus
1977,The Rescuers,6.9,70,Disney Plus
2009,Partly Cloudy,8.1,70,Disney Plus
1994,Iron Will,6.6,70,Disney Plus
2006,Eight Below,7.3,70,Disney Plus
1993,Homeward Bound: The Incredible Journey,6.9,70,Disney Plus
1996,James and the Giant Peach,6.7,70,Disney Plus
1987,Adventures in Babysitting,6.9,70,Disney Plus
1986,The Great Mouse Detective,7.2,70,Disney Plus
2010,Day & Night,8,70,Disney Plus
1986,Flight of the Navigator,6.9,70,Disney Plus
1992,The Mighty Ducks,6.6,70,Disney Plus
2008,BURN·E,7.6,70,Disney Plus
2004,The Lion King 1½,6.5,70,Disney Plus
1983,Mickey's Christmas Carol,8,70,Disney Plus
2008,Bedtime Stories,6,69,Disney Plus
2010,The Last Song,6,69,Disney Plus
2016,Ice Age: Collision Course,5.7,69,Disney Plus
1995,Mr. Holland's Opus,7.3,69,Disney Plus
2010,Secretariat,7.2,69,Disney Plus
1999,Fantasia 2000,7.2,69,Disney Plus
1988,Oliver & Company,6.7,69,Disney Plus
1948,Melody Time,6.3,69,Disney Plus
2017,Newsies: The Broadway Musical,8.4,69,Disney Plus
2018,Bao,7.5,69,Disney Plus
1984,Splash,6.3,69,Disney Plus
1954,"20,000 Leagues Under the Sea",7.2,69,Disney Plus
2000,Dinosaur,6.5,69,Disney Plus
2003,Cheaper by the Dozen,5.9,69,Disney Plus
1990,The Rescuers Down Under,6.9,69,Disney Plus
2005,Chicken Little,5.7,68,Disney Plus
2004,The Princess Diaries 2: Royal Engagement,5.8,68,Disney Plus
2003,101 Dalmatians II: Patch's London Adventure,5.8,68,Disney Plus
2006,High School Musical,5.5,68,Disney Plus
2015,Descendants,6.4,68,Disney Plus
2011,Winnie the Pooh,7.2,68,Disney Plus
2005,The Greatest Game Ever Played,7.4,68,Disney Plus
2014,Lava,7.3,68,Disney Plus
1971,Bedknobs and Broomsticks,7.1,68,Disney Plus
2016,Queen of Katwe,7.4,68,Disney Plus
2007,The Game Plan,6.1,68,Disney Plus
2006,Glory Road,7.2,68,Disney Plus
1994,D2: The Mighty Ducks,6.1,68,Disney Plus
1978,The Cat from Outer Space,6.1,68,Disney Plus
2013,Toy Story of Terror!,7.5,68,Disney Plus
1990,DuckTales: The Movie - Treasure of the Lost Lamp,6.9,68,Disney Plus
2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.2,67,Disney Plus
2012,The Odd Life of Timothy Green,6.6,67,Disney Plus
2005,Jack-Jack Attack,7.6,67,Disney Plus
1993,The Three Musketeers,6.4,67,Disney Plus
1996,Aladdin and the King of Thieves,6.4,67,Disney Plus
2019,Descendants 3,6.6,67,Disney Plus
2012,Secret of the Wings,7.1,67,Disney Plus
2005,The Pacifier,5.6,67,Disney Plus
2020,The One and Only Ivan,6.6,67,Disney Plus
2014,Toy Story That Time Forgot,7.2,67,Disney Plus
1996,Muppet Treasure Island,7,67,Disney Plus
2011,Gnomeo & Juliet,5.9,67,Disney Plus
2008,Tinker Bell,6.8,67,Disney Plus
1985,Return to Oz,6.7,66,Disney Plus
2002,The Santa Clause 2,5.7,66,Disney Plus
1985,The Black Cauldron,6.4,66,Disney Plus
2014,Tinker Bell and the Legend of the NeverBeast,7.2,66,Disney Plus
2011,The Big Year,6.2,66,Disney Plus
2004,Around the World in 80 Days,5.9,66,Disney Plus
1977,Herbie Goes to Monte Carlo,5.7,66,Disney Plus
1987,3 Men and a Baby,6.1,66,Disney Plus
2011,Lemonade Mouth,6.9,66,Disney Plus
2014,Tinker Bell and the Pirate Fairy,6.6,66,Disney Plus
2005,One Man Band,7.7,66,Disney Plus
1997,Flubber,5.3,66,Disney Plus
1992,Newsies,6.9,66,Disney Plus
1969,"Hello, Dolly!",7.1,66,Disney Plus
1998,Halloweentown,6.7,66,Disney Plus
1993,Sister Act 2: Back in the Habit,5.6,66,Disney Plus
1996,Jack,5.8,66,Disney Plus
2009,Race to Witch Mountain,5.7,66,Disney Plus
2011,Diary of a Wimpy Kid: Rodrick Rules,6.5,66,Disney Plus
2012,Maggie Simpson in The Longest Daycare,7.3,66,Disney Plus
1989,Knick Knack,7.5,66,Disney Plus
2013,Planes,5.7,66,Disney Plus
1997,George of the Jungle,5.5,66,Disney Plus
2017,Descendants 2,6.5,66,Disney Plus
1949,The Adventures of Ichabod and Mr. Toad,7,65,Disney Plus
1995,Heavyweights,6.6,65,Disney Plus
2003,Destino,7.7,65,Disney Plus
1981,The Great Muppet Caper,7.2,65,Disney Plus
2005,Cheaper by the Dozen 2,5.5,65,Disney Plus
2010,You Again,5.8,65,Disney Plus
2017,Lou,7.8,65,Disney Plus
2002,Mike's New Car,7.1,65,Disney Plus
1955,Oklahoma!,7.1,65,Disney Plus
1994,Baby's Day Out,6.2,65,Disney Plus
2004,Mulan II,5.7,65,Disney Plus
2007,High School Musical 2,5.1,65,Disney Plus
2015,Riley's First Date?,7.5,65,Disney Plus
1999,Mickey's Once Upon a Christmas,7.1,65,Disney Plus
1957,Old Yeller,7.3,65,Disney Plus
2003,Recess: Taking the Fifth Grade,6.8,65,Disney Plus
2005,Lilo & Stitch 2: Stitch Has a Glitch,6.3,65,Disney Plus
2018,The Nutcracker and the Four Realms,5.6,65,Disney Plus
2011,Phineas and Ferb: The Movie: Across the 2nd Dimension,7.4,65,Disney Plus
2021,22 vs. Earth,6.5,64,Disney Plus
2019,The Kid Who Would Be King,6,64,Disney Plus
1994,The Return of Jafar,5.9,64,Disney Plus
2021,"The Simpsons: The Good, the Bart, and the Loki",6.1,64,Disney Plus
1959,Journey to the Center of the Earth,7,64,Disney Plus
2018,Marvel Rising: Secret Warriors,5.3,64,Disney Plus
1986,Luxo Jr.,7.3,64,Disney Plus
1985,One Magic Christmas,6.5,64,Disney Plus
2010,Tinker Bell and the Great Fairy Rescue,6.9,64,Disney Plus
2019,Kitbull,8,64,Disney Plus
1928,Steamboat Willie,7.6,64,Disney Plus
2003,The Lizzie McGuire Movie,5.5,64,Disney Plus
2002,Tuck Everlasting,6.6,64,Disney Plus
2012,Red Tails,5.9,64,Disney Plus
2020,Folklore: The Long Pond Studio Sessions,8.4,64,Disney Plus
2021,Us Again,7.9,64,Disney Plus
2003,The Haunted Mansion,5.1,64,Disney Plus
2005,Ice Princess,6,64,Disney Plus
2008,High School Musical 3: Senior Year,4.9,64,Disney Plus
2017,Jane,7.8,64,Disney Plus
2003,Boundin',6.9,64,Disney Plus
2010,Oceans,7.8,64,Disney Plus
2011,Hawaiian Vacation,7.3,64,Disney Plus
1944,The Three Caballeros,6.4,64,Disney Plus
2011,Mars Needs Moms,5.4,63,Disney Plus
2009,Prep & Landing,7.7,63,Disney Plus
2000,The Tigger Movie,6.4,63,Disney Plus
2009,Princess Protection Program,5.6,63,Disney Plus
1960,Pollyanna,7.4,63,Disney Plus
2008,The Little Mermaid: Ariel's Beginning,6.2,63,Disney Plus
2011,Small Fry,7.1,63,Disney Plus
1979,The Black Hole,6,63,Disney Plus
2014,Bears,7.4,63,Disney Plus
2010,Starstruck,6.1,63,Disney Plus
2013,The Wizards Return: Alex vs. Alex,6.5,63,Disney Plus
